"Edit Event Style";"Edit Event Style"
"Share This Event";"Share This Event"
"Invite Guests";"Invite Guests"
"Message Members";"Message Members"
"Guests";"Guests"
"Photos";"Photos"
"Discussions";"Discussions"

"Date";"Date"
"Time";"Time"
"Where";"Where"
"Host";"Host"
"Led by";"Led by"
"RSVPs";"RSVPs"
"Map";"Map"

"%s person";"%s person";"%s people"
"'%s attending";"'%s attending";"'%s attendings"
"%s rating";"%s rating";"%s ratings"
"Thanks for rating!";"Thanks for rating!"
"Add Rates";"Add Rates"
"attending";"attending"
"maybe attending";"maybe attending"
"not attending";"not attending"
"Attending";"Attending"
"Maybe Attending";"Maybe Attending"
"Not Attending";"Not Attending"
"ignore request";"ignore request"
"Remind me before";"Remind me before"
"Your RSVP";"Your RSVP"
"you already rated";"you already rated"
"please login to rate";"please login to rate"
"click to rate";"click to rate"
"Upcoming Events";"Upcoming Events"
"All";"All"
"Unlike";"Unlike"
"Like";"Like"

"Search Guests";"Search Guests"

"View All Photos";"View All Photos"
"No photos have been uploaded to this event yet.";"No photos have been uploaded to this event yet."
"The image you selected was too large.";"The image you selected was too large."

"Event left";"You are no longer a member of this event."
"Members invited";"Members invited"
"Event joined";"You have successfully RSVPed to this event."
"Invalid Method";"Invalid Method"
"Invalid Data";"Invalid Data"
"You have accepted the invite to the event %s";"You have accepted the invite to the event %s"

"Your changes have been saved.";"Your changes have been saved."
"Your invite request has been sent.";"Your invite request has been sent."
"Your invite request has been cancelled.";"Your invite request has been cancelled."

"Event invite accepted";"Event invite accepted"
"Event invite rejected";"Event invite rejected"
"Event member removed.";"The selected member has been removed from this event."
"Event request approved";"Event request approved"

"Changes saved";"Your changes have been saved."
"Photo deleted";"Photo deleted"

"Max file size limit exceeded (probably).";"Max file size limit exceeded (probably)."
"Invalid request method";"Invalid request method"
"No file";"No file"
"Invalid Upload";"Invalid Upload"
"An error occurred.";"An error occurred"

"Post deleted.";"The selected post has been deleted."
"This has been closed for posting.";"This has been closed for posting."
"Topic renamed.";"This topic has been successfully renamed."
"Topic deleted.";"This topic has been deleted."

"Category:";"Category:"
"All Category";"All Category"
"View:";"View:"
"Member";"Member"

"Everyone's events";"Everyone's events"
"Only My Friends' events";"Only My Friends' events"

"List By:";"List By:"
"Search:";"Search:"
"All My Events";"All My Events"
"Only Events I Lead";"Only Events I Lead"

"Accept Event Invitation";"Accept Event Invitation"
"Would you like to join this event?";"Would you like to join this event?"
"Join Event";"Join Event"

"Approve Invite Request";"Approve Invite Request"
"Would you like to approve this invite request?";"Would you like to approve this invite request?"
"Approve Request";"Approve Request"

"Cancel Invite Request";"Cancel Invite Request"
"Would you like to cancel your request for an invite to this event?";"Would you like to cancel your request for an invite to this event?"
"Cancel Request";"Cancel Request"

"Join Event";"Join Event"
"Would you like to join this event?";"Would you like to join this event?"

"Leave Event";"Leave Event"
"Are you sure you want to leave this event?";"Are you sure you want to leave this event?"

"Reject Event Invitation";"Reject Event Invitation"
"Would you like to reject the invitation to this event?";"Would you like to reject the invitation to this event?"
"Reject Invitation";"Reject Invitation"
"Cancel";"Cancel"

"Remove Member";"Remove Member"
"Are you sure you want to remove this member from the event?";"Are you sure you want to remove this member from the event?"

"Request Event Membership";"Request Event Membership"
"Would you like to request membership in this Event?";"Would you like to request membership in this Event?"
"Send Request";"Send Request"

"Delete Event Photo";"Delete Event Photo"
"Are you sure you want to delete this photo?";"Are you sure you want to delete this photo?"
"Delete Photo";"Delete Photo"

"Edit Event Photo";"Edit Event Photo"
"Title";"Title"
"Description";"Description"
"Save Changes";"Save Changes"

"Add New Photos";"Add New Photos"
"Choose photos on your computer to add to this album. (2MB maximum)";"Choose photos on your computer to add to this album. (2MB maximum)"
"Save Photos";"Save Photos"

"Reply";"Reply"
"Body";"Body"

"Delete Post";"Delete Post"
"Are you sure you want to delete this post?";"Are you sure you want to delete this post?"

"Edit Post";"Edit Post"
"Post Discussion Topic";"Post Discussion Topic"
"Message";"Message"
"cancel";"cancel"
"or";"or"

"Delete Topic";"Delete Topic"
"Are you sure you want to delete this topic?";"Are you sure you want to delete this topic?"

"Rename Topic";"Rename Topic"

"Event Name";"Event Name"
"Event Description";"Event Description"
"Start Time";"Start Time"
"End Time";"End Time"
"Main Photo";"Main Photo"
"Event Category";"Event Category"

"People can search for this event";"People can search for this event"
"People must be invited to RSVP for this event";"People must be invited to RSVP for this event"
"Invited guests can invite other people as well";"Invited guests can invite other people as well"

"Everyone";"Everyone"
"Registered Members";"Registered Members"
"Members Only";"Members Only"
"All Registered Members";"All Registered Members"
"Friends and Networks";"Friends and Networks"
"Friends of Friends";"Friends of Friends"
"Friends Only";"Friends Only"
"Event Guests Only";"Event Guests Only"
"Just Me";"Just Me"

"Privacy";"Privacy"
"Who may see this event?";"Who may see this event?"

"Comment Privacy";"Comment Privacy"
"Who may post comments on this event?";"Who may post comments on this event?"

"Photo Uploads";"Photo Uploads"
"Who may upload photos to this event?";"Who may upload photos to this event?"
"All Members";"All Members"
"Only the Owner";"Only the Owner"
"Create Event";"Create Event"

"Delete Event";"Delete Event"
"Are you sure you want to delete this event?";"Are you sure you want to delete this event?"

"Host";"Host"

"Invite Members";"Invite Members"
"Choose the people you want to invite to this event.";"Choose the people you want to invite to this event."
"Members";"Members"
"Choose All Friends";"Choose All Friends"
"Send Invites";"Send Invites"

"Event Styles";"Event Styles"
"Custom Event Styles";"Custom Event Styles"
"You can change the colors, fonts, and styles of your event by adding CSS code below. The contents of the text area below will be output between <style> tags on your event.";"You can change the colors, fonts, and styles of your event by adding CSS code below. The contents of the text area below will be output between <style> tags on your event."

"No topics have been posted in this event yet.";"No topics have been posted in this event yet."

"This event has %1$s guest.";"This event has %1$s guest.";"This event has %1$s guests."
"This event has %1$s guest that matched the query ""%2$s"".";"This event has %1$s guest that matched the query ""%2$s"".";"This event has %1$s guests that matched the query ""%2$s""."
"This event has %s member waiting approval or waiting for a invite response.";"This event has %s member waiting approval or waiting for a invite response.";"This event has %s members waiting approval or waiting for a invite response."
"See Waiting";"See Waiting"

"Add Friend";"Add Friend"
"Remove Friend";"Remove Friend"
"Remove Member";"Remove Member"
"Approve Request";"Approve Request"
"Reject Request";"Reject Request"
"Cancel Invite";"Cancel Invite"

"Previous";"Previous"
"Next";"Next"
"No events have been added to this event yet.";"No events have been added to this event yet."
"Send me notifications when other members reply to this topic.";"Send me notifications when other members reply to this topic."
"Transfer Owner";"Transfer Owner"
"Please choose a member you want to transfer the owner role to:";"Please choose a member you want to transfer the owner role to:"
"Event Owner Transfer";"Event Owner Transfer"

"ACTIVITY_TYPE_EVENT_IMPORT_BLOG";"When I import blog into event."
"ACTIVITY_TYPE_FRIEND_HOST";"When your friend is become host in event."
"ADMIN_ACTIVITY_TYPE_YNEVENT_CREATE";"When a user (subject) creates a new event (object)."
"ADMIN_ACTIVITY_TYPE_YNEVENT_JOIN";"When a user (subject) joins an event (object)."
"ADMIN_ACTIVITY_TYPE_YNEVENT_PHOTO_UPLOAD";"When a user (subject) uploads a photo to an event (object)."
"ADMIN_ACTIVITY_TYPE_YNEVENT_TOPIC_CREATE";"When a user (subject) creates a new event topic (object)."
"ADMIN_ACTIVITY_TYPE_YNEVENT_TOPIC_REPLY";"When a user (subject) replies to an event topic (object)."
"ADMIN_ACTIVITY_TYPE_YNEVENT_TRANSFER";"When a user (subject) transfer the event owner to another user (object)"

"_ACTIVITY_ACTIONTYPE_YNEVENT_TRANSFER";"Transferring event owner to other member"
"_ACTIVITY_ACTIONTYPE_YNEVENT_CREATE";"New events"
"_ACTIVITY_ACTIONTYPE_YNEVENT_VIDEO_CREATE";"When a video was created for the event."
"_ACTIVITY_ACTIONTYPE_YNEVENT_JOIN";"Joining an event"
"_ACTIVITY_ACTIONTYPE_YNEVENT_PHOTO_UPLOAD";"Uploading a photo to an event"
"_ACTIVITY_ACTIONTYPE_YNEVENT_TOPIC_CREATE";"Creating an event discussion topic"
"_ACTIVITY_ACTIONTYPE_YNEVENT_TOPIC_REPLY";"Replying to an event discussion topic"

"ACTIVITY_TYPE_YNEVENT_TRANSFER";"When someone transfer owner of a event to me."
"ACTIVITY_TYPE_YNEVENT_ACCEPTED";"When my request to attend an event is approved."
"ACTIVITY_TYPE_YNEVENT_DELETE";"When an event is removed"
"ACTIVITY_TYPE_YNEVENT_EDIT_DELETE";"When the event the I joined has been moved to another event"
"ACTIVITY_TYPE_YNEVENT_APPROVE";"When someone request to join my event."
"ACTIVITY_TYPE_YNEVENT_CREATE";"When a new event is created"
"ACTIVITY_TYPE_YNEVENT_DISCUSSION_REPLY";"When people reply to discussion topics that I've replied to."
"ACTIVITY_TYPE_YNEVENT_DISCUSSION_RESPONSE";"When people reply to discussion topics that I create."
"ACTIVITY_TYPE_YNEVENT_INVITE";"When I'm invited to attend an event."
"ACTIVITY_TYPE_YNEVENT_JOIN";"When someone joins an event."
"ACTIVITY_TYPE_YNEVENT_PHOTO_UPLOAD";"When someone uploads a photo to an event."
"ACTIVITY_TYPE_YNEVENT_TOPIC_CREATE";"When someone creates a new event topic."
"ACTIVITY_TYPE_YNEVENT_TOPIC_REPLY";"When someone replies to an event topic."
"ACTIVITY_TYPE_YNEVENT_CHANGE_DETAILS";"When event's owner change an event's details"
"ACTIVITY_TYPE_YNEVENT_REMIND";"When an event is coming"
"ACTIVITY_TYPE_YNEVENT_INVITE_MESSAGE";"When I'm invited to attend an event with an included message."
"ACTIVITY_TYPE_YNEVENT_NOTIFY_START";"When an event was started"
"ACTIVITY_TYPE_YNEVENT_NOTIFY_END";"When an event was ended"

"Manage Events";"Manage Events"
"Categories";"Categories"
"Event Members";"Event Members"
"Add Category";"Add Category"
"Member Level";"Member Level"
"Allow Profile Style";"Allow Profile Style"
"Category Name";"Category Name"
"These settings affect all members in your community.";"These settings affect all members in your community."
"Edit Category";"Edit Category"
"EVENT_FORM_ADMIN_LEVEL_DESCRIPTION";"These settings are applied on a per member level basis. Start by selecting the member level you want to modify, then adjust the settings for that level below."
"EVENT_FORM_ADMIN_LEVEL_AUTHVIDEO_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can create videos in their events. If you do not check any options, all members will be allowed to create videos."
"Allow Viewing of Events?";"Allow Viewing of Events?"
"EVENT_FORM_ADMIN_LEVEL_VIEW_DESCRIPTION";"Do you want to let users view events? If set to no, some other settings on this page may not apply."
"No, do not allow photo events to be viewed.";"No, do not allow photo events to be viewed."
"Yes, allow viewing and subscription of photo events.";"Yes, allow viewing and subscription of photo events."
"Yes, allow members to view all events, even private ones.";"Yes, allow members to view all events, even private ones."

"Allow Creation of Events?";"Allow Creation of Events?"
"EVENT_FORM_ADMIN_LEVEL_CREATE_DESCRIPTION";"Do you want to let users create events? If set to no, some other settings on this page may not apply. This is useful if you want users to be able to view events and manage their subscriptions, but only want certain levels to be able to create events."
"No, do not allow events to be created.";"No, do not allow events to be created."
"Yes, allow creation of events.";"Yes, allow creation of events."

"Allow Editing of Events?";"Allow Editing of Events?"
"Do you want to let users edit and delete events?";"Do you want to let users edit and delete events?"
"No, do not allow events to be edited.";"No, do not allow events to be edited."
"Yes, allow  members to edit their own events.";"Yes, allow members to edit their own events."

"Event Privacy";"Event Privacy"
"YNEVENT_FORM_ADMIN_LEVEL_AUTHVIEW_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can see their event. If you do not check any options, everyone will be allowed to view events."

"Event Posting Options";"Event Posting Options"
"YNEVENT_FORM_ADMIN_LEVEL_AUTHCOMMENT_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can post to their event discussions. If you do not check any options, everyone will be allowed to post."

"Photo Upload Options";"Photo Upload Options"
"YNEVENT_FORM_ADMIN_LEVEL_AUTHUPHOTO_DESCRIPTION";"Your users can choose from any of the options checked below when they decide who can upload photos to their events. If you do not check any options, all members will be allowed to upload."

"List By:";"List By:"
"Start Time";"Start Time"
"Recently Created";"Recently Created"
"Most Popular";"Most Popular"

"Delete Event?";"Delete Event?"
"Are you sure that you want to delete this event? It will not be recoverable after being deleted.";"Are you sure that you want to delete this event? It will not be recoverable after being deleted."

"YNEVENT_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the event entries your users have posted. You can use this page to monitor these events and delete offensive material if necessary."
"There are no events posted by your members yet.";"There are no events posted by your members yet."

"YNEVENT_VIEWS_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their events, create the categories below. This feature is useful if you want to list all your users' event that If you have no categories, your users will not be given the option of assigning a event category."
"There are currently no categories.";"There are currently no categories."

"Delete Event Category?";"Delete Event Category?"
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? It will not be recoverable after being deleted."
"Are you sure that you want to delete this category? <br /> All sub-categories will be deleted. It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? <br /> All sub-categories will be deleted. It will not be recoverable after being deleted."

"ITEM_TYPE_YNEVENT";"Events"
"ITEM_TYPE_YNEVENT_ALBUM";"Event Albums"
"ITEM_TYPE_YNEVENT_PHOTO";"Event Photos"
"ITEM_TYPE_YNEVENT_TOPIC";"Event Discussion Topics"
"ITEM_TYPE_YNEVENT_POST";"Event Discussion Posts"

"event_activity_ynevent_transfer";"Owner Transfering in event."

"Events Plugin";"Events Plugin"
"Do you want to let members edit and delete events?";"Do you want to let members edit and delete events?"
"Allow Deletion of Events?";"Allow Deletion of Events?"
"Do you want to let members delete events? If set to no, some other settings on this page may not apply.";"Do you want to let members delete events? If set to no, some other settings on this page may not apply."
"Yes, allow members to delete their own events.";"Yes, allow members to delete their own events."
"No, do not allow members to delete their events.";"No, do not allow members to delete their events."
"Allow Commenting on Events?";"Allow Commenting on Events?"
"Do you want to let members of this level comment on events?";"Do you want to let members of this level comment on events?"
"Yes, allow members to comment on events.";"Yes, allow members to comment on events."
"No, do not allow members to comment on events.";"No, do not allow members to comment on events."
"Friends and Networks (user events only)";"Friends and Networks (user events only)"
"Friends of Friends (user events only)";"Friends of Friends (user events only)"
"Friends Only (user events only)";"Friends Only (user events only)"
"event Members (event events only)";"event Members (event events only)"
"Event Guests Only";"Event Guests Only"
"All Guests";"All Guests"
"Just Me";"Just Me"
"Yes, allow custom profile styles.";"Yes, allow custom profile styles."
"No, do not allow custom profile styles.";"No, do not allow custom profile styles."

"Event Profile Discussions";"Event Profile Discussions"
"Event Profile Info";"Event Profile Info"
"Event Profile Members";"Event Profile Members"
"Event Profile Photo";"Event Profile Photo"
"Event Profile Photos";"Event Profile Photos"
"Event Profile RSVP";"Event Profile RSVP"
"Event Profile Status";"Event Profile Status"
"Profile Events";"Profile Events"
"Most Rated";"Most Rated"
"Events Calendar";"Events Calendar"
"Recent Events";"Recent Events"
"Most Liked";"Most Liked"
"Most Attending";"Most Attending"
"Popular Advanced Events";"Popular Advanced Events"
"Recent Events";"Recent Events"

"Select a date";"Select a date"

"Please select a time from the dropdown.";"Please select a time from the dropdown."
"Please select a date from the calendar.";"Please select a date from the calendar."

"%1$s at %2$s";"%1$s at %2$s"
"Awaiting Reply";"Awaiting Reply"
"awaiting reply";"awaiting reply"

# categories
"Arts";"Arts"
"Business";"Business"
"Conferences";"Conferences"
"Festivals";"Festivals"
"Food";"Food"
"Fundraisers";"Fundraisers"
"Galleries";"Galleries"
"Health";"Health"
"Just For Fun";"Just For Fun"
"Kids";"Kids"
"Learning";"Learning"
"Literary";"Literary"
"Movies";"Movies"
"Museums";"Museums"
"Neighborhood";"Neighborhood"
"Networking";"Networking"
"Nightlife";"Nightlife"
"On Campus";"On Campus"
"Organizations";"Organizations"
"Outdoors";"Outdoors"
"Pets";"Pets"
"Politics";"Politics"
"Sales";"Sales"
"Science";"Science"
"Spirituality";"Spirituality"
"Sports";"Sports"
"Technology";"Technology"
"Theatre";"Theatre"
"Other";"Other"
"Today";"Today"
"Sunday";"Sunday"
"Monday";"Monday"
"Tuesday";"Tuesday"
"Wednesday";"Wednesday"
"Thursday";"Thursday"
"Friday";"Friday"
"Saturday";"Saturday"
"Sun";"Sun"
"Mon";"Mon"
"Tue";"Tue"
"Wed";"Wed"
"Thu";"Thu"
"Fri";"Fri"
"Sat";"Sat"
" or ";" or "
"Go";"Go"
"&#187; Events";"&#187; Events"

"January";"January"
"February";"February"
"March";"March"
"April";"April"
"May";"May"
"June";"June"
"July";"July"
"August";"August"
"September";"September"
"October";"October"
"November";"November"
"December";"December"

"Jan";"Jan"
"Feb";"Feb"
"Mar";"Mar"
"Apr";"Apr"
"May";"May"
"Jun";"Jun"
"Jul";"Jul"
"Aug";"Aug"
"Sep";"Sep"
"Oct";"Oct"
"Nov";"Nov"
"Dec";"Dec"

"Su";"Su"
"Mo";"Mo"
"Tu";"Tu"
"We";"We"
"Th";"Th"
"Fr";"Fr"
"Sa";"Sa"

# notification types
"%1$s has invited you to the event %2$s";"%1$s has invited you to the event %2$s"
"{item:$subject} has {item:$object:posted} on a {itemParent:$object::event topic} you created.";"{item:$subject} has {item:$object:posted} on a {itemParent:$object::event topic} you created."
"{item:$subject} has {item:$object:posted} on a {itemParent:$object::event topic} you posted on.";"{item:$subject} has {item:$object:posted} on a {itemParent:$object::event topic} you posted on."
"{item:$subject} has invited you to the event {item:$object}.";"{item:$subject} has invited you to the event {item:$object}."
"Your request to join the event {item:$subject} has been approved.";"Your request to join the event {item:$subject} has been approved."
"{item:$subject} has requested to join the event {item:$object}.";"{item:$subject} has requested to join the event {item:$object}."
"Event {var:$ynevent_title} that you have been joined, is deleted by {item:$subject}.";"Event {var:$ynevent_title} that you have been joined, is deleted by {item:$subject}."

# action types
"{item:$subject} created a new event:";"{item:$subject} created a new event:"
"{item:$subject} joined the event {item:$object}";"{item:$subject} joined the event {item:$object}"
"{item:$subject} added {var:$count} photo(s).";"{item:$subject} added {var:$count} photo(s)."
"{item:$subject} posted a {item:$object:topic} in the event {itemParent:$object:event}: {body:$body}";"{item:$subject} posted a {item:$object:topic} in the event {itemParent:$object:event}: {body:$body}"
"{item:$subject} replied to a {item:$object:topic} in the event {itemParent:$object:event}: {body:$body}";"{item:$subject} replied to a {item:$object:topic} in the event {itemParent:$object:event}: {body:$body}"

# mail templates

# notify_ynevent_accepted
"_EMAIL_NOTIFY_YNEVENT_ACCEPTED_TITLE";"Advanced Event Approved"
"_EMAIL_NOTIFY_YNEVENT_ACCEPTED_DESCRIPTION";"This email is sent to the member when they are approved to join an event."
"_EMAIL_NOTIFY_YNEVENT_ACCEPTED_SUBJECT";"You have been approved to join the event [object_title]"
"_EMAIL_NOTIFY_YNEVENT_ACCEPTED_BODY";"[header]

You have been approved to join the event ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_approve
"_EMAIL_NOTIFY_YNEVENT_APPROVE_TITLE";"Advanced Event Request"
"_EMAIL_NOTIFY_YNEVENT_APPROVE_DESCRIPTION";"This email is sent to the member when someone requests to join their event."
"_EMAIL_NOTIFY_YNEVENT_APPROVE_SUBJECT";"[sender_title] has requested to join the event [object_title]"
"_EMAIL_NOTIFY_YNEVENT_APPROVE_BODY";"[header]

[sender_title] has requested to join the event ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_discussion_reply
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_REPLY_TITLE";"Advanced Event Discussion Reply"
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_REPLY_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member created."
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_REPLY_SUBJECT";"A member has posted a reply to your topic ""[object_title]"" in the event ""[object_parent_title]"""
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_REPLY_BODY";"[header]

[sender_title] has posted a reply to your topic ""[object_title]"" in the event ""[object_title]"":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_event_discussion_response
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_RESPONSE_TITLE";"Event Discussion Response"
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_RESPONSE_DESCRIPTION";"This email is sent to the member when people reply to discussion topics that the member replied to."
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_RESPONSE_SUBJECT";"A member has posted a reply to the topic ""[object_title]"" you replied to in the event ""[object_parent_title]"""
"_EMAIL_NOTIFY_YNEVENT_DISCUSSION_RESPONSE_BODY";"[header]

[sender_title] has posted a reply to the topic ""[object_title]"" you replied to in the event ""[object_parent_title]""":

""[message]""

Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_event_invite
"_EMAIL_NOTIFY_EVENT_INVITE_TITLE";"Advanced Event Invitation"
"_EMAIL_NOTIFY_EVENT_INVITE_DESCRIPTION";"This email is sent to someone when they are invited to an event."
"_EMAIL_NOTIFY_EVENT_INVITE_SUBJECT";"You have been invited to join the event [object_title]"
"_EMAIL_NOTIFY_EVENT_INVITE_BODY";"[header]

You have been invited to join the event ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_invite
"_EMAIL_NOTIFY_YNEVENT_INVITE_TITLE";"Advanced Event Invitation"
"_EMAIL_NOTIFY_YNEVENT_INVITE_DESCRIPTION";"This email is sent to someone when they are invited to an event."
"_EMAIL_NOTIFY_YNEVENT_INVITE_SUBJECT";"You have been invited to join the event [object_title]"
"_EMAIL_NOTIFY_YNEVENT_INVITE_BODY";"[header]

You have been invited to join the event ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_ynevent_invite_message
"_EMAIL_NOTIFY_YNEVENT_INVITE_MESSAGE_TITLE";"Advanced Event Invitation With Message"
"_EMAIL_NOTIFY_YNEVENT_INVITE_MESSAGE_DESCRIPTION";"This email is sent to someone when they are invited to an event."
"_EMAIL_NOTIFY_YNEVENT_INVITE_MESSAGE_SUBJECT";"You have been invited to join the event [object_title]"
"_EMAIL_NOTIFY_YNEVENT_INVITE_MESSAGE_BODY";"[header]

You have been invited to join the event ""[object_title]"". Please click the following link to view it:

http://[host][object_link]

----------------------------------------
[message]
----------------------------------------

[footer]"

# notify_ynevent_change_details
"_EMAIL_NOTIFY_YNEVENT_CHANGE_DETAILS_TITLE";"Advanced Event Change Details"
"_EMAIL_NOTIFY_YNEVENT_CHANGE_DETAILS_DESCRIPTION";"This email is sent to someone when the event they following was changed"
"_EMAIL_NOTIFY_YNEVENT_CHANGE_DETAILS_SUBJECT";"Details of the event [object_title] has been changed"
"_EMAIL_NOTIFY_YNEVENT_CHANGE_DETAILS_BODY";"[header]

Details of the event ""[object_title]"" you following has been changed. Please click the following link to view it:
http://[host][object_link]
[footer]"

# notify_ynevent_remind
