"Allow Editing of Video Playlists?";"Allow Editing of Video Playlists?"
"Do you want to let members edit video playlists? If set to no, some other settings on this page may not apply.";"Do you want to let members edit video playlists? If set to no, some other settings on this page may not apply."
"Yes, allow members to edit all video playlists.";"Yes, allow members to edit all video playlists."
"Yes, allow members to edit their own video playlists.";"Yes, allow members to edit their own video playlists."
"No, do not allow members to edit their video playlists.";"No, do not allow members to edit their video playlists."
"Allow Deletion of Video Playlists?";"Allow Deletion of Video Playlists?"
"Do you want to let members delete video playlists? If set to no, some other settings on this page may not apply.";"Do you want to let members delete video playlists? If set to no, some other settings on this page may not apply."
"Yes, allow members to delete all video playlists.";"Yes, allow members to delete all video playlists."
"Yes, allow members to delete their own video playlists.";"Yes, allow members to delete their own video playlists."
"No, do not allow members to delete their video playlists.";"No, do not allow members to delete their video playlists."
"Allow Commenting on Video Playlists?";"Allow Commenting on Video Playlists?"
"Do you want to let members of this level comment on video playlists?";"Do you want to let members of this level comment on video playlists?"
"Yes, allow members to comment on all video playlists, including private ones.";"Yes, allow members to comment on all video playlists, including private ones."
"Yes, allow members to comment on video playlists.";"Yes, allow members to comment on video playlists."
"No, do not allow members to comment on video playlists.";"No, do not allow members to comment on video playlists."
"Video Playlist Privacy";"Video Playlist Privacy"
"Your members can choose from any of the options checked below when they decide who can see their video. If you do not check any options, everyone will be allowed to view video playlists.";"Your members can choose from any of the options checked below when they decide who can see their video. If you do not check any options, everyone will be allowed to view video playlists."
"Video Playlist Comment Options";"Video Playlist Comment Options"
"Your members can choose from any of the options checked below when they decide who can post comments on their video. If you do not check any options, everyone will be allowed to post comments on the playlist.";"Your members can choose from any of the options checked below when they decide who can post comments on their video. If you do not check any options, everyone will be allowed to post comments on the playlist."
"Category Name";"Category Name"
"Sub Category";"Sub Category"
"Parent Category";"Parent Category"
"Attach an icon (The icon will be resized to 24px * 24px)";"Attach an icon (The icon will be resized to 24px * 24px)"
"Add Category";"Add Category"
"Edit Category";"Edit Category"
"Delete Video";"Delete Video"
"Are you sure you want to delete this video?";"Are you sure you want to delete this video?"
"Global Settings";"Global Settings"
"These settings affect all members in your community.";"These settings affect all members in your community."
"Path to FFMPEG";"Path to FFMPEG"
"Please enter the full path to your FFMPEG installation. (Environment variables are not present)";"Please enter the full path to your FFMPEG installation. (Environment variables are not present)"
"Encoding Jobs";"Encoding Jobs"
"How many jobs do you want to allow to run at the same time?";"How many jobs do you want to allow to run at the same time?"
"Allow Embedding of Videos?";"Allow Embedding of Videos?"
"Enabling this option will give members the ability to embed videos on this site in other pages using an iframe (like YouTube).";"Enabling this option will give members the ability to embed videos on this site in other pages using an iframe (like YouTube)."
"Yes, allow embedding of videos.";"Yes, allow embedding of videos."
"No, do not allow embedding of videos.";"No, do not allow embedding of videos."
"Category Listings Per Page";"Category Listings Per P"age"
"Number of categories per page in the listing page? (Enter a number between 1 and 50)";"Number of categories per page in the listing page? (Enter a number between 1 and 50)"
"Category Listings Per Page";"Category Listings Per Page"
"Number of categories per page in the listing page? (Enter a number between 1 and 50)";"Number of categories per page in the listing page? (Enter a number between 1 and 50)"
"Listings Per Category";"Listings Per Category"
"Number of videos per category in the listing page? (Enter a number between 1 and 20)";"Number of videos per category in the listing page? (Enter a number between 1 and 20)"
"Playlists Per Page";"Playlists Per Page"
"Number of playlist in the My Playlist page? (Enter a number between 1 and 999)";"Number of playlist in the My Playlist page? (Enter a number between 1 and 999)"
"Number of email";"Number of email"
"Number of email about a video a person can send at each time? (Enter a number between 1 and 50)";"Number of email about a video a person can send at each time? (Enter a number between 1 and 50)"
"Playlist Name";"Playlist Name"
"Playlist Description";"Playlist Description"
"Privacy";"Privacy"
"Who may see this playlist?";"Who may see this playlist?"
"Comment Privacy";"Comment Privacy"
"Who may post comments on this playlist?";"Who may post comments on this playlist?"
"Playlist Image";"Playlist Image"
"The image should have the size (120px * 90px)";"The image should have the size (120px * 90px)"
"Delete Playlist";"Delete Playlist"
"Are you sure you want to delete this playlist?";"Are you sure you want to delete this playlist?"
"Save changes";"Save changes"
"Save Changes";"Save Changes"
"Playlist Image (optional)";"Playlist Image (optional)"
"When a new photo is uploaded, the old one will be deleted. The image should have the size (120px * 90px)";"When a new photo is uploaded, the old one will be deleted. The image should have the size (120px * 90px)"
"Who may see this playlist?";"Who may see this playlist?"
"Create Playlist";"Create Playlist"
"Remove video";"Remove video"
"Are you sure you want to remove this video from the watch later?";"Are you sure you want to remove this video from the watch later?"
"Remove";"Remove"
"Delete Video";"Delete Video"
"Are you sure you want to delete this video?";"Are you sure you want to delete this video?"
"Delete Video";"Delete Video"
"Browse By";"Browse By"
"Most Recent";"Most Recent"
"Most Viewed";"Most Viewed"
"Highest Rated";"Highest Rated"
"Most Liked";"Most Liked"
"Most Commented";"Most Commented"
"Featured";"Featured"
"Search";"Search"
"Video Title";"Video Title"
"Tags (Keywords)";"Tags (Keywords)"
"Separate tags with commas.";"Separate tags with commas."
"Video Description";"Video Description"
"Category";"Category"
"Show this video in search results";"Show this video in search results"
"Who may see this video?";"Who may see this video?"
"Who may post comments on this video?";"Who may post comments on this video?"
"Video Source";"Video Source"
"Save Video";"Save Video"
"by %s";"by %s"
"Video Link (URL)";"Video Link (URL)"
"Paste the web address of the video here.";"Paste the web address of the video here."
"The video is set as featured successfully";"The video is set as featured successfully"
"The video is removed from featured videos successfully";"The video is removed from featured videos successfully"
"FFMPEG path is not valid or does not exist";"FFMPEG path is not valid or does not exist"
"The exec() function is not available. The ffmpeg path has not been saved.";"The exec() function is not available. The ffmpeg path has not been saved."
"Your changes have been saved.";"Your changes have been saved."
"The category is deleted successfully.";"The category is deleted successfully."
"The category is edited successfully.";"The category is edited successfully."
"The category is created successfully.";"The category is created successfully."
"Remove video";"Remove video"
"Are you sure you want to remove this video from your favorite videos?";"Are you sure you want to remove this video from your favorite videos?"
"The video doesn't exist.";"The video doesn't exist."
"Invalid request method.";"Invalid request method."
"The video has been removed from your favorite videos.";"The video has been removed from your favorite videos."
"Invalid data";"Invalid data"
"Video doesn't exists or not authorized to delete.";"Video doesn't exists or not authorized to delete."
"Video has been deleted.";"Video has been deleted."
"Invalid Upload";"Invalid Upload"
"An error occurred.";"An error occurred."
"Invalid method.";"Invalid method."
"You have already uploaded the maximum number of videos allowed. If you would like to upload a new video, please delete an old one first.";"You have already uploaded the maximum number of videos allowed. If you would like to upload a new video, please delete an old one first."
"Video posted successfully.";"Video posted successfully.";
"We could not find a video there - please check the URL and try again.";"We could not find a video there - please check the URL and try again."
"The playlist doesn't exist or not authorized to delete.";"The playlist doesn't exist or not authorized to delete."
"The video playlist has been deleted.";"The video playlist has been deleted."
"Are you sure you want to remove this video from the playlist?";"Are you sure you want to remove this video from the playlist?"
"The video has been removed from the playlist.";"The video has been removed from the playlist."
"There is an error occured, please try again.";"There is an error occured, please try again."
"The emails are sent successfully !!!";"The emails are sent successfully !!!"
"There is no email entered !!!";"There is no email entered !!!"
"Are you sure you want to remove this video from the watch later?";"Are you sure you want to remove this video from the watch later?"
"The video has been removed from the watch later.";"The video has been removed from the watch later."
"Delete Video?";"Delete Video?"
"Are you sure that you want to delete this video? It will not be recoverable after being deleted.";"Are you sure that you want to delete this video? It will not be recoverable after being deleted."
"or";"or"
"Are you sure you want to delete the selected videos?";"Are you sure you want to delete the selected videos?"
"Videos Plugin";"Videos Plugin"
"VIDEO_VIEWS_SCRIPTS_ADMINMANAGE_INDEX_DESCRIPTION";"This page lists all of the videos your users have posted. You can use this page to monitor these videos and delete offensive material if necessary. Entering criteria into the filter fields will help you find specific video. Leaving the filter fields blank will show all the videos on your social network."
"Title";"Title"
"Owner";"Owner"
"Views";"Views"
"Type";"Type"
"State";"State"
"Date";"Date"
"Options";"Options"
"queued";"queued"
"ready";"ready"
"processing";"processing"
"failed";"failed"
"end";"end"
"view";"view"
"remove from featured videos";"remove from featured videos"
"add to featured videos";"add to featured videos"
"Delete Selected";"Delete Selected"
"There are no videos posted by your members yet.";"There are no videos posted by your members yet."
"Video Categories";"Video Categories"
"VIDEO_VIEWS_SCRIPTS_ADMINSETTINGS_CATEGORIES_DESCRIPTION";"If you want to allow your users to categorize their videos, create the categories below. This feature is useful if you want to list all your users' video that If you have no categories, your users will not be given the option of assigning a video category."
"Category Name";"Category Name"
"Number of Times Used";"Number of Times Used"
"edit";"edit"
"delete";"delete"
"There are currently no categories.";"There are currently no categories."
"Add New Category";"Add New Category"
"Delete Video Category?";"Delete Video Category?"
"Are you sure that you want to delete this category? It will not be recoverable after being deleted.";"Are you sure that you want to delete this category? It will not be recoverable after being deleted."
"This page contains utilities to help configure and troubleshoot the video plugin.";"This page contains utilities to help configure and troubleshoot the video plugin."
"Ffmpeg Version";"Ffmpeg Version"
"This will display the current installed version of ffmpeg.";"This will display the current installed version of ffmpeg."
"Supported Video Formats";"Supported Video Formats"
"This will run and show the output of "ffmpeg -formats". Please see this page for more info.";"This will run and show the output of "ffmpeg -formats". Please see this page for more info."
"My Favorite Videos";"My Favorite Videos"
"You do not have any videos in your favorite list.";"You do not have any videos in your favorite list."
"Add to";"Add to"
"Add to new playlist";"Add to new playlist"
"to add this video to a playlist";"to add this video to a playlist"
"Sign In";"Sign In"
"Duplicates are not allowed for this playlist.";"Duplicates are not allowed for this playlist."
"Back to playlist";"Back to playlist"
"We could not find a video there - please check the URL and try again.";"We could not find a video there - please check the URL and try again."
"here";"here"
"Checking URL...";"Checking URL..."
"Videos";"Videos"
"You have already uploaded the maximum number of videos allowed.";"You have already uploaded the maximum number of videos allowed."
"If you would like to upload a new video, please <a href=""%1$s"">delete</a> an old one first.";"If you would like to upload a new video, please <a href=""%1$s"">delete</a> an old one first."
"You have already created the maximum number of videos allowed. If you would like to post a new video, please delete an old one first.";"You have already created the maximum number of videos allowed. If you would like to post a new video, please delete an old one first."
"My Videos";"My Videos"
"Edit Video";"Edit Video"
"Delete Video";"Delete Video"
"Listings Per Page";"Listings Per Page"
"How many videos will be shown per page? (Enter a number between 1 and 999)";"How many videos will be shown per page? (Enter a number between 1 and 999)"
"Your video is in queue to be processed - you will be notified when it is ready to be viewed.";"Your video is in queue to be processed - you will be notified when it is ready to be viewed."
"Your video is currently being processed - you will be notified when it is ready to be viewed.";"Your video is currently being processed - you will be notified when it is ready to be viewed."
"Video conversion failed. Please try %1$suploading again%2$s.";"Video conversion failed. Please try %1$suploading again%2$s."
"Video conversion failed. Video format is not supported by FFMPEG. Please try %1$sagain%2$s.";"Video conversion failed. Video format is not supported by FFMPEG. Please try %1$sagain%2$s."
"Video conversion failed. Audio files are not supported. Please try %1$sagain%2$s.";"Video conversion failed. Audio files are not supported. Please try %1$sagain%2$s."
"Video conversion failed. You may be over the site upload limit.  Try %1$suploading%2$s a smaller file, or delete some files to free up space.";"Video conversion failed. You may be over the site upload limit.  Try %1$suploading%2$s a smaller file, or delete some files to free up space."
"You do not have any videos.";"You do not have any videos."
"Get started by %1$sposting%2$s a new video.";"Get started by %1$sposting%2$s a new video."
"The video you are looking for does not exist or has not been processed yet.";"The video you are looking for does not exist or has not been processed yet."
"you already rated";"you already rated"
"please login to rate";"please login to rate"
"click to rate";"click to rate"
"Thanks for rating!";"Thanks for rating!"
"ratings";"ratings"
"Posted by";"Posted by"
"Posted";"Posted"
"Description";"Description"
"Tags";"Tags"
"Show more";"Show more"
"Show less";"Show less"
"URL";"URL"
"HTML code";"HTML code"
"Send to friends";"Send to friends"
"Send to Yahoo";"Send to Yahoo"
"Share";"Share"
"Report";"Report"
"Close";"Close"
"Recipient's email";"Recipient's email"
"Separate multiple email addresses (up to %d) with commas.";"Separate multiple email addresses (up to %d) with commas."
"Send";"Send"
"View Video";"View Video"
"There is an error occured, please try again !!!";"There is an error occured, please try again !!!"
"Create new playlist";"Create new playlist"
"Edit Playlist";"Edit Playlist"
"Edit playlist";"Edit playlist"
"My Playlists";"My Playlists"
"Create New Playlist";"Create New Playlist"
"Sort by";"Sort by"
"Newest created";"Newest created"
"Oldest created";"Oldest created"
"Created on";"Created on"
"You do not have any playlists.";"You do not have any playlists."
"Get started by %1$sposting%2$s a new playlist.";"Get started by %1$sposting%2$s a new playlist."
"Playlist";"Playlist"
"Edit";"Edit"
"Delete";"Delete"
"Only Featured Videos";"Only Featured Videos"
"Embedding of videos has been disabled.";"Embedding of videos has been disabled."
"Embedding of videos has been disabled for this video.";"Embedding of videos has been disabled for this video."
"The video you are looking for does not exist or has not been processed yet.";"The video you are looking for does not exist or has not been processed yet."
"Posted by %1$s on %2$s";"Posted by %1$s on %2$s"
"Filed in";"Filed in"
"You do not have any videos in your watch-later list.";"You do not have any videos in your watch-later list."
"To enable the embedded uploader, unblock it in your browser and refresh (see Adblock).";"To enable the embedded uploader, unblock it in your browser and refresh (see Adblock)."
"To enable the embedded uploader, enable the blocked Flash movie (see Flashblock).";"To enable the embedded uploader, enable the blocked Flash movie (see Flashblock)."
"A required file was not found, please be patient and we'll fix this.";"A required file was not found, please be patient and we'll fix this."
"To enable the embedded uploader, install the latest Adobe Flash plugin.";"To enable the embedded uploader, install the latest Adobe Flash plugin."
"File Upload";"File Upload"
"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code.";"This form is just an example fallback for the unobtrusive behaviour of FancyUpload. If this part is not changed, something must be wrong with your code."
"Upload a Video:";"Upload a Video:"
"Click ""Add Video"" to select a video from your computer. After you have selected video, click on Post Video at the bottom to begin uploading the file. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed.";"Click ""Add Video"" to select a video from your computer. After you have selected video, click on Post Video at the bottom to begin uploading the file. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed."
"Add Video";"Add Video"
"Post Video";"Post Video"
"Post New Video";"Post New Video"
"Popular Videos";"Popular Videos"
"LOADING";"LOADING"
"Select File";"Select File"
"cancel";"cancel"
"Attach";"Attach"
"Loading...";"Loading..."
"Choose Source";"Choose Source"
"My Computer";"My Computer"
"YouTube Video";"YouTube Video"
"Vimeo Video";"Vimeo Video"
"Dailymotion Video";"Dailymotion Video"
"Uploaded Video";"Uploaded Video"
"Unknown";"Unknown"
"To upload a video from your computer, please use our <a href="%1$s">full uploader</a>.";"To upload a video from your computer, please use our <a href="%1$s">full uploader</a>."
"Posted by ";"Posted by "
" on ";" on "
"By";"By"
"Created on %1$s";"Created on %1$s"
"By %1$s";"By %1$s"
"Non-category";"Non-category"
"Previous";"Previous"
"Next";"Next"
"Posted by %1$s";"Posted by %1$s"
"'s Other Videos";"'s Other Videos"
"Video Home";"Video Home"
"Listings";"Listings"
"Favorite Videos";"Favorite Videos"
"Most Rated";"Most Rated"
"Top Members";"Top Members"
"Search Videos";"Search Videos"
"Latest Videos";"Latest Videos"
"Younet Video Home Page";"Younet Video Home Page"
"Featured Videos";"Featured Videos"
"Related Videos";"Related Videos"
"Watched";"Watched"
"Video Playlists";"Video Playlists"
"You do not have the authorization to view this video.";"You do not have the authorization to view this video."
"This video is existed in this playlist !!!";"This video is existed in this playlist !!!"
"This video doesn't exist. Please try another one !!!";"This video doesn't exist. Please try another one !!!"
"There is an error occured. Please try again !!!";"There is an error occured. Please try again !!!"
"This video is existed in the watchlater list !!!";"This video is existed in the watchlater list !!!"
"This video is existed in the favorite list !!!";"This video is existed in the favorite list !!!"
"You do not have any videos in this playlist. Please add one.";"You do not have any videos in this playlist. Please add one."
"Click ""Add Video"" to select a video from your computer. After you have selected video, the video will be uploaded. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed.";"Click ""Add Video"" to select a video from your computer. After you have selected video, the video will be uploaded. Please wait while your video is being uploaded. When your upload is finished, your video will be processed - you will be notified when it is ready to be viewed."
"View Favorite Videos";"View Favorite Videos"
"This is the view page for favorite videos.";"This is the view page for favorite videos."
"This is the view page for a video.";"This is the view page for a video."
"This is the view page for listing videos.";"This is the view page for listing videos."
"This is the view page for videos posted by the current user.";"This is the view page for videos posted by the current user."
"This is the view page for video playlists.";"This is the view page for video playlists."
"This is the view page for the video playlist detail.";"This is the view page for the video playlist detail."
"This is the view page for watch later videos.";"This is the view page for watch later videos."
"Manage Videos";"Manage Videos"
"Video Utilities";"Video Utilities"
"Member Level";"Member Level"
"Categories";"Categories"
"Number of Timed Used";"Number of Timed Used"
"All Categories";"All Categories"
"The inputed value is invalid.";"The inputed value is invalid."
"Video Browse Menu";"Video Browse Menu"
"Recent Videos";"Recent Videos"
"Most Liked Videos";"Most Liked Videos"
"Video Browse Search";"Video Browse Search"
"List Categories";"List Categories"
"Most Favorite Videos";"Most Favorite Videos"
"Most Liked Videos";"Most Liked Videos"
"Other Videos From Member";"Other Videos From Member"
"People Also Liked";"People Also Liked"
"Profile Favorite Videos";"Profile Favorite Videos"
"Profile Video Playlists";"Profile Video Playlists"
"Profile Videos";"Profile Videos"
"Recent Videos";"Recent Videos"
"Similar Videos";"Similar Videos"
"Video Browse Quick Menu";"Video Browse Quick Menu"
"Video Browse Search";"Video Browse Search"
"There are no videos.";"There are no videos."
"This is the advanced video home page.";"This is the advanced video home page."

#notification types
"ACTIVITY_TYPE_YNVIDEO_PROCESSED";"When a video has been processed."
"ACTIVITY_TYPE_YNVIDEO_PROCESSED_FAILED";"When a video has failed to be processed."

#action type titles
"ADMIN_ACTIVITY_TYPE_COMMENT_YNVIDEO_PLAYLIST";"When a user comment on a video playlist."
"ADMIN_ACTIVITY_TYPE_YNVIDEO_ADD_FAVORITE";"When a user add a video to her or his favorite videos."
"ADMIN_ACTIVITY_TYPE_YNVIDEO_ADD_VIDEO_NEW_PLAYLIST";"When a user add a video to a video playlist."
"ADMIN_ACTIVITY_TYPE_YNVIDEO_COMMENT_VIDEO";"When a user comment for a video."
"ADMIN_ACTIVITY_TYPE_YNVIDEO_PLAYLIST_ADD_VIDEO";"When a new video added to a new video playlist."
"ADMIN_ACTIVITY_TYPE_YNVIDEO_PLAYLIST_NEW";"When a new video playlist is created."
"ADMIN_ACTIVITY_TYPE_YNVIDEO_VIDEO_NEW";"When a new video is posted."

"_ACTIVITY_ACTIONTYPE_COMMENT_YNVIDEO_PLAYLIST";"When a user comment on a video playlist."
"_ACTIVITY_ACTIONTYPE_YNVIDEO_ADD_FAVORITE";"When a user add a video to her or his favorite videos."
"_ACTIVITY_ACTIONTYPE_YNVIDEO_ADD_VIDEO_NEW_PLAYLIST";"When a user add a video to a video playlist."
"_ACTIVITY_ACTIONTYPE_YNVIDEO_COMMENT_VIDEO";"When a user comment for a video."
"_ACTIVITY_ACTIONTYPE_YNVIDEO_PLAYLIST_ADD_VIDEO";"When a new video added to a new video playlist."
"_ACTIVITY_ACTIONTYPE_YNVIDEO_PLAYLIST_NEW";"When a new video playlist is created."
"_ACTIVITY_ACTIONTYPE_YNVIDEO_VIDEO_NEW";"When a new video is posted."

"ACTIVITY_TYPE_YNFORUM_TOPIC_REPLY";"When people reply to forum topics that I've replied to."
"ACTIVITY_TYPE_YNFORUM_TOPIC_RESPONSE";"When people reply to forum topics that I create."
"ACTIVITY_TYPE_YNFORUM_PROMOTE";"When I'm given moderator status in a forum."
"ACTIVITY_TYPE_YNFORUM_POST_THANK";"When I thank to a post in the forum."

# item types
"ITEM_TYPE_VIDEO";"Videos"
"ITEM_TYPE_YNVIDEO_PLAYLIST";"Video Playlists"

# notification types
"Your {item:$object:video} is ready to be viewed.";"Your {item:$object:video} is ready to be viewed."
"Your {item:$object:video} has failed to process.";"Your {item:$object:video} has failed to process."

# mail templates

# notify_video_processed
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_TITLE";"Video Processed"
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_DESCRIPTION";"This email is sent to the owner of the video when the uploaded video has been processed and is ready for viewing."
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_SUBJECT";"Your video ""[object_title]"" has finished processing"
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_BODY";"[header]

Your video has been processed and is ready to be viewed. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_video_processed_failed
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_FAILED_TITLE";"Video Processing Failed"
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_FAILED_DESCRIPTION";"This email is sent to the owner of the video when the uploaded video has failed to be processed."
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_FAILED_SUBJECT";"Your video ""[object_title]"" has failed to process"
"_EMAIL_NOTIFY_YNVIDEO_PROCESSED_FAILED_BODY";"[header]

We apologize, but there was a problem processing your video. The message was:
""[message]""

Please click the following link to view it:

http://[host][message_link]

[footer]"

"_EMAIL_YNVIDEO_SEND_VIDEO_TO_FRIENDS_TITLE";"A video is sent to you"
"_EMAIL_YNVIDEO_SEND_VIDEO_TO_FRIENDS_SUBJECT";"A video is sent to you"
"_EMAIL_YNVIDEO_SEND_VIDEO_TO_FRIENDS_BODY";"[header]

This email is sent to the you because a friend ([sender_title]) send a video ""[object_title]"" to you with this message :

""[message]""

Please click the following link to view this video:

http://[host][object_link]

Please click the following link to view your friend profile:

http://[host][sender_link]
"
